Game,Engine,Extensions,Version,APIClass,Class Version,Path,Size
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\KINGGEORGE\KINGGEORGE.CD,9.25KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\KINGGEORGE\KINGGEORGE_DEFAULT.AS,8.73KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\KINGSSOLDIER\KINGSSOLDIER.CD,9.93KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\KINGSSOLDIER\KINGSSOLDIER_DEFAULT.AS,978.00B
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\KOEHLER\KOEHLER.CD,10.19KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\KOEHLER\KOEHLER_CURSED.CD,10.38KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\KOEHLER\KOEHLER_DEFAULT.AS,14.99KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\KOLENIKO\KOLENIKO.CD,10.93KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\KOLENIKO\KOLENIKO_DEFAULT.AS,12.21KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\LEECH\LEECH.CD,8.90KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\LEECH\LEECH_DEFAULT.AS,978.00B
LPOTC,NXG,Character Definition,22,Character Definition,1.50,CHARS\MINIFIGS\LEGOBUILDER\LEGOBUILDER.CD,8.97KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\LEGOBUILDER\LEGOBUILDER_DEFAULT.AS,978.00B
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\LEGOPIRATE1\GENERIC_PIRATE_BASICSET.AS,15.18KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\LEGOPIRATE1\LEGO_PIRATE1.CD,9.97KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\LEGOPIRATE1\PIRATE_SPECIALS.AS,978.00B
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\LEGOPIRATE1\SUPERCARRY_OVERRIDE.AS,6.99KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\LEGOPIRATE2\LEGO_PIRATE2.CD,9.97KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\LEGOPIRATE3\LEGO_PIRATE3.CD,9.97KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\LEGOPIRATE4\LEGOPIRATE4_DEFAULT.AS,978.00B
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\LEGOPIRATE4\LEGO_PIRATE4.CD,10.07KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\LEGO_BASEPLATE\LEGO_BASEPLATE.CD,9.52KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\LEGO_CREATURES\LEGO_CREATURES.CD,9.52KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\LEGO_PROPS\LEGO_PROPS.CD,9.53KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\LEGO_PROPS\LEGO_PROPS_DEFAULT.AS,10.06KB
LPOTC,NXG,Character Definition,22,Character Definition,1.55,CHARS\MINIFIGS\LEJON\LEJON.CD,9.31KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\LEJON\LEJON_DEFAULT.AS,978.00B
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\LIAN\LIAN.CD,10.03KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\LIAN\LIAN_DEFAULT.AS,16.51KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\LIEUTENANTGILLETTE\LIEUTENANTGILLETTE.CD,9.05KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\LIEUTENANTGILLETTE\LIEUTENANTGILLETTE_DEFAULT.AS,978.00B
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\LIEUTENANTGROVES\LIEUTENANTGROVES.CD,9.95KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\LIEUTENANTGROVES\LIEUTENANTGROVES_DEFAULT.AS,978.00B
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\LORDCARTERET\LORDCARTERET.CD,9.06KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\LORDCARTERET\LORDCARTERET_DEFAULT.AS,978.00B
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\MACCUS\MACCUS.CD,10.95KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\MACCUS\MACCUS_DEFAULT.AS,12.19KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\MALLOT\MALLOT.CD,11.23KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\MALLOT\MALLOT_CURSED.CD,11.32KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\MALLOT\MALLOT_DEFAULT.AS,978.00B
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\MANRAY\MANRAY.CD,9.08KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\MANRAY\MANRAY_DEFAULT.AS,978.00B
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\MEMORYMAN\MEMORYMAN.CD,6.84KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\MEMORYMAN\MEMORYMANSMALL.CD,6.56KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\MEMORYMAN\MEMORYMANSMALL_DEFAULT.AS,1.01KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\MERCER\MERCER.CD,9.22KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\MERCER\MERCER_DEFAULT.AS,18.41KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\MERMAID\MERMAID.CD,9.42KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\MERMAID\MERMAID2.CD,9.42KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\MERMAID\MERMAID3.CD,9.42KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\MERMAID\MERMAID_DEFAULT.AS,978.00B
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\MISTRESSCHING\CHING_BRETHREN.CD,10.04KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\MISTRESSCHING\MISTRESSCHING_DEFAULT.AS,18.52KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\MOREY\MOREY.CD,8.96KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\MOREY\MOREY_DEFAULT.AS,978.00B
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\MRBROWN\MRBROWN.CD,9.93KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\MRBROWN\MRBROWN_DEFAULT.AS,26.49KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\MULLROY\MULLROY.CD,9.27KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\MULLROY\MULLROY_DEFAULT.AS,5.75KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\MURTOGG\MURTOGG.CD,9.31KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\MURTOGG\MURTOGG_DEFAULT.AS,13.11KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\OGILVEY\OGILVEY.CD,10.90KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\OGILVEY\OGILVEY_DEFAULT.AS,978.00B
LPOTC,NXG,Character Definition,22,Character Definition,1.55,CHARS\MINIFIGS\OLDBILL\OLDBILL.CD,9.31KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\OLDBILL\OLDBILL_DEFAULT.AS,978.00B
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\OLDHADDY\OLDHADDY.CD,10.88KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\OLDHADDY\OLDHADDY_DEFAULT.AS,978.00B
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\OLDMAN_REDGOWN\OLDMAN_REDGOWN.CD,9.08KB
LPOTC,NXG,Character Definition,22,Character Definition,1.55,CHARS\MINIFIGS\PAINTEDLADY\PAINTEDLADY.CD,9.35KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\PAINTEDLADY\PAINTEDLADY_DEFAULT.AS,978.00B
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\PALIFICO\PALIFICO.CD,10.92KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\PALIFICO\PALIFICO_DEFAULT.AS,978.00B
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\PARK\PARK.CD,10.06KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\PARK\PARK_DEFAULT.AS,978.00B
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\PHILLIP\PHILLIP.CD,9.16KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\PHILLIP\PHILLIP_DEFAULT.AS,18.55KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\PINTELL\PINTELL.CD,9.05KB
LPOTC,NXG,Character Definition,22,Character Definition,1.50,CHARS\MINIFIGS\PINTELL\PINTELLDRESS.CD,7.59KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\PINTELL\PINTELL_CURSED.CD,9.23KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\PINTELL\PINTELL_DEFAULT.AS,12.60KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\PINTELL\PINTELL_DRESS.CD,9.23KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\PORTROYALCITIZENS\PORTROYAL_FEMALE1.CD,9.82KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\PORTROYALCITIZENS\PORTROYAL_FEMALE1_DEFAULT.AS,978.00B
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\PORTROYALCITIZENS\PORTROYAL_FEMALE2.CD,9.81KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\PORTROYALCITIZENS\PORTROYAL_FEMALE2_DEFAULT.AS,978.00B
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\PORTROYALCITIZENS\PORTROYAL_FEMALE3.CD,9.81KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\PORTROYALCITIZENS\PORTROYAL_MALE1.CD,10.00KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\PORTROYALCITIZENS\PORTROYAL_MALE1_DEFAULT.AS,978.00B
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\PORTROYALCITIZENS\PORTROYAL_MALE2.CD,10.00KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\PORTROYALCITIZENS\PORTROYAL_MALE2_DEFAULT.AS,978.00B
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\PORTROYALCITIZENS\PORTROYAL_MALE3.CD,10.00KB
LPOTC,NXG,Character Definition,22,Character Definition,1.55,CHARS\MINIFIGS\PRIMEMINISTER\PRIMEMINISTER.CD,9.29KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\PRIMEMINISTER\PRIMEMINISTER_DEFAULT.AS,978.00B
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\PROVIDENCECREW\PROVIDENCECREW_A.AS,978.00B
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\PROVIDENCECREW\PROVIDENCECREW_A.CD,9.91KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\PROVIDENCECREW\PROVIDENCECREW_B.AS,978.00B
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\PROVIDENCECREW\PROVIDENCECREW_B.CD,9.12KB
LPOTC,NXG,Character Definition,22,Character Definition,1.55,CHARS\MINIFIGS\PURSER\PURSER.CD,9.34KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\PURSER\PURSER_DEFAULT.AS,978.00B
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\QUARTERMASTER\QUARTERMASTER.CD,10.18KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\QUARTERMASTER\QUARTERMASTER_DEFAULT.AS,11.85KB
LPOTC,NXG,Character Definition,22,Character Definition,1.55,CHARS\MINIFIGS\QUARTERMASTERZOMBIE\QUARTERMASTERZOMBIE.CD,8.52KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\QUARTERMASTERZOMBIE\QUARTERMASTERZOMBIE_DEFAULT.AS,978.00B
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\QUITTANCE\QUITTANCE.CD,10.98KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\QUITTANCE\QUITTANCE_DEFAULT.AS,978.00B
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\RAGETTI\RAGETTI.CD,10.96KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\RAGETTI\RAGETTI_CURSED.CD,10.13KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\RAGETTI\RAGETTI_DEFAULT.AS,20.05KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\RAGETTI\RAGETTI_DRESS.CD,9.90KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\RATLIN\RATLIN.CD,10.94KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\RATLIN\RATLIN_DEFAULT.AS,978.00B
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\REDCOAT\REDCOAT.CD,9.92KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\REDCOAT\REDCOAT_DEFAULT.AS,16.35KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\REDCOAT\REDCOAT_RIFLE.CD,9.88KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\REDCOAT\REDCOAT_RIFLE_DEFAULT.AS,17.31KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\REDCOATOFFICER\REDCOATOFFICER.CD,9.90KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\RIVERLOCALS\RIVERLOCAL1.CD,9.92KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\RIVERLOCALS\RIVERLOCAL2.CD,9.88KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\RIVERLOCALS\RIVERLOCAL_DEFAULT.AS,5.75KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SAILORNAVY\SAILORNAVY_DEFAULT.AS,978.00B
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\SAILORNAVY\SAILOR_NAVY.CD,9.94KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\SALAMAN\SALAMAN.CD,9.98KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SALAMAN\SALAMAN_DEFAULT.AS,978.00B
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\SAOFENG\SAOFENG_BRETHREN.CD,9.02KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SAOFENG\SAOFENG_DEFAULT.AS,16.62KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\SCARLETT\SCARLETT.CD,9.85KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SCARLETT\SCARLETT_DEFAULT.AS,978.00B
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\SCRATCH\SCRATCH.CD,11.48KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SCRATCH\SCRATCH_DEFAULT.AS,15.00KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\SCRUM\SCRUM.CD,9.91KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SCRUM\SCRUM_DEFAULT.AS,23.32KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SHAREDANIMS\COMMON_SHARED\ABILITY_PEGLEG.AS,5.40KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SHAREDANIMS\COMMON_SHARED\ABILITY_REBUILD.AS,9.53KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SHAREDANIMS\COMMON_SHARED\COMMON_CURSED.AS,5.87KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SHAREDANIMS\COMMON_SHARED\COMMON_SHARED.AS,153.62KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SHAREDANIMS\COMMON_SHARED\COMMON_SHARED_NOHUB.AS,58.86KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SHAREDANIMS\COMMON_SHARED\COMMON_VARIANT1.AS,7.51KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SHAREDANIMS\COMMON_SHARED\COMMON_VARIANT2.AS,7.56KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SHAREDANIMS\COMMON_SHARED\HOLDING.AS,55.48KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SHAREDANIMS\COMMON_SHARED\ITEM_LANTERN.AS,7.74KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SHAREDANIMS\LEVELS\LEVEL_FOUNTAIN\LEVEL_FOUNTAIN.AS,13.53KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SHAREDANIMS\LEVELS\LEVEL_PELEGOSTO\LEVEL_PELEGOSTO.AS,11.72KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SHAREDANIMS\LEVELS\LEVEL_TORTUGA\LEVEL_TORTUGA.AS,12.84KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SHAREDANIMS\MECHANISMS\MECHANIC\ABILITY_MECHANIC.AS,1.01KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SHAREDANIMS\RIDE\RIDE.AS,39.86KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SHAREDANIMS\SPECIALMOVES\JACKMISCHIEF\JACKMISCHIEF_ATTACKED.AS,978.00B
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SHAREDANIMS\SPECIALMOVES\JACKMISCHIEF\SPECIALS_JACKMISHIEF.AS,1.01KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SHAREDANIMS\SPECIALMOVES\SPECIALMOVES.AS,48.66KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SHAREDANIMS\SUPERSTRENGTH\ABILITY_SUPERSTRENGTH.AS,12.93KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SHAREDANIMS\TELEPORT\SLURP.AS,8.03KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SHAREDANIMS\WEAPONS\BLOWPIPE\WEAPON_BLOWPIPE.AS,978.00B
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SHAREDANIMS\WEAPONS\GRAPPLE\WEAPON_GRAPPLE.AS,5.03KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SHAREDANIMS\WEAPONS\PISTOL\WEAPON_PISTOL.AS,8.12KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SHAREDANIMS\WEAPONS\SPEAR\WEAPON_SPEAR.AS,7.03KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SHAREDANIMS\WEAPONS\SWORD\COMBO_ANGELICA\COMBO_ANGELICA.AS,20.46KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SHAREDANIMS\WEAPONS\SWORD\COMBO_BARBOSSA\COMBO_BARBOSSA.AS,14.58KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SHAREDANIMS\WEAPONS\SWORD\COMBO_BOOTSTRAP\COMBO_BOOTSTRAP.AS,17.82KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SHAREDANIMS\WEAPONS\SWORD\COMBO_ELIZABETH_SWORD\COMBO_ELIZABETH_SWORD.AS,1.01KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SHAREDANIMS\WEAPONS\SWORD\COMBO_GRAPPLE\COMBO_GRAPPLE.AS,11.68KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SHAREDANIMS\WEAPONS\SWORD\COMBO_MACCUS\COMBO_MACCUS.AS,15.58KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SHAREDANIMS\WEAPONS\SWORD\COMBO_MRBROWN\COMBO_MRBROWN.AS,15.61KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SHAREDANIMS\WEAPONS\SWORD\COMBO_NORRINGTON\COMBO_NORRINGTON.AS,18.26KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SHAREDANIMS\WEAPONS\SWORD\COMBO_PARK\COMBO_PARK.AS,17.63KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SHAREDANIMS\WEAPONS\SWORD\COMBO_QUARTERMASTER\COMBO_QUARTERMASTER.AS,17.77KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SHAREDANIMS\WEAPONS\SWORD\COMBO_RAGETTI\COMBO_RAGETTI.AS,15.35KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SHAREDANIMS\WEAPONS\SWORD\COMBO_SWORD.AS,13.26KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SHAREDANIMS\WEAPONS\SWORD\COMBO_TEAGUE\COMBO_TEAGUE.AS,18.70KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SHAREDANIMS\WEAPONS\SWORD\COMBO_WILLTURNER\COMBO_WILLTURNER.AS,13.66KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SHAREDANIMS\WEAPONS\SWORD\SWORDBLOCKS\BLOCKS_SWORD.AS,106.70KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SHAREDANIMS\WEAPONS\UNARMED\COMBO_ELIZABETH_UNARMED.AS,11.24KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SHAREDANIMS\WEAPONS\WHIP\ABILITY_WHIP.AS,12.77KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\SINGAPORELOCAL\SINGAPORELOCAL1.CD,9.92KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\SINGAPORELOCAL\SINGAPORELOCAL2.CD,9.95KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\SINGAPORELOCAL\SINGAPORELOCAL3.CD,9.94KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\SKELETON_SETUP\SKELETON_SETUP1.CD,7.33KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\SKELETON_SETUP\SKELETON_SETUP2.CD,7.35KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\SKELETON_SETUP\SKELETON_SETUP3.CD,7.34KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\SKELETON_SETUP\SKELETON_SETUP4.CD,7.06KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\SKELETON_SETUP\SKELETON_SETUP5.CD,7.28KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SOCIETYLADY\SOCIETYLADY.AS,978.00B
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\SOCIETYLADY\SOCIETYLADY.CD,9.80KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\SPANIARD\SPANIARD.CD,9.91KB
LPOTC,NXG,Animation Set,22,Character Anim Set,1.00,CHARS\MINIFIGS\SPANIARD\SPANIARD_DEFAULT.AS,11.12KB
LPOTC,NXG,Character Definition,22,Character Definition,1.60,CHARS\MINIFIGS\SPANISHCAPTAIN\SPANISHCAPTAIN.CD,9.92KB
